Ville1,Ville2,Distance,Vitesse,Statut
1,438,487,64,utilisable
1,465,202,117,utilisable
1,478,199,65,utilisable
1,487,498,68,non_utilisable
1,510,343,93,utilisable
1,512,356,96,utilisable
1,521,494,84,utilisable
1,523,209,112,non_utilisable
1,525,481,91,non_utilisable
1,528,202,117,non_utilisable
1,537,154,129,utilisable
1,540,372,127,utilisable
1,550,282,104,utilisable
1,555,266,74,utilisable
1,560,306,108,utilisable
1,565,189,84,utilisable
1,566,431,119,utilisable
1,576,70,60,non_utilisable
1,582,439,130,non_utilisable
1,584,457,76,non_utilisable
1,592,198,98,non_utilisable
1,605,307,127,utilisable
1,630,305,73,non_utilisable
1,638,281,111,non_utilisable
1,673,111,79,utilisable
1,676,106,113,non_utilisable
1,688,374,100,utilisable
1,689,183,67,utilisable
1,694,465,112,utilisable
1,707,180,105,utilisable
1,708,174,78,utilisable
1,715,63,66,non_utilisable
1,724,455,97,utilisable
1,731,172,67,utilisable
1,735,116,114,utilisable
1,736,358,82,utilisable
1,766,101,96,non_utilisable
1,779,158,108,non_utilisable
1,794,469,75,utilisable
1,805,176,110,utilisable
1,812,220,95,utilisable
1,840,284,62,utilisable
1,842,398,112,utilisable
1,846,229,90,utilisable
1,864,256,121,utilisable
1,875,476,67,utilisable
1,886,59,81,non_utilisable
1,946,272,92,non_utilisable
1,947,413,77,utilisable
1,958,69,121,utilisable
1,965,238,103,utilisable
1,967,255,113,utilisable
1,968,363,74,non_utilisable
1,969,498,88,non_utilisable
1,992,257,119,non_utilisable
1,994,466,87,utilisable
1,999,283,95,utilisable
2,14,74,120,utilisable
2,23,477,95,utilisable
2,25,115,92,utilisable
2,47,416,64,utilisable
2,55,442,109,non_utilisable
2,63,308,66,utilisable
2,66,419,130,utilisable
2,90,255,72,utilisable
2,91,169,72,utilisable
2,102,479,102,utilisable
2,104,465,94,non_utilisable
2,105,260,79,utilisable
2,106,454,128,non_utilisable
2,107,406,62,utilisable
2,147,358,127,utilisable
2,154,497,88,utilisable
2,156,127,61,utilisable
2,162,200,63,utilisable
2,181,131,127,utilisable
2,234,161,95,utilisable
2,241,437,85,utilisable
2,245,272,75,utilisable
2,250,58,101,non_utilisable
2,264,178,107,utilisable
2,270,155,69,non_utilisable
2,297,139,77,utilisable
2,306,401,61,utilisable
2,316,319,93,non_utilisable
2,322,473,114,utilisable
2,324,269,86,non_utilisable
2,334,335,100,utilisable
2,340,367,109,utilisable
2,370,365,94,utilisable
2,397,243,107,utilisable
2,429,122,111,utilisable
2,430,278,129,utilisable
2,435,272,130,utilisable
2,437,378,109,utilisable
2,459,54,128,utilisable
2,462,53,74,utilisable
2,463,186,64,non_utilisable
2,467,199,98,non_utilisable
2,493,345,98,non_utilisable
2,497,270,100,utilisable
2,499,414,98,utilisable
2,507,302,93,utilisable
2,511,211,123,utilisable
2,512,217,76,non_utilisable
2,563,343,104,utilisable
2,591,488,75,utilisable
2,602,386,111,utilisable
2,604,145,83,utilisable
2,615,211,60,utilisable
2,648,227,75,utilisable
2,661,210,61,utilisable
2,671,95,122,utilisable
2,682,305,116,utilisable
2,684,465,65,utilisable
2,707,218,90,utilisable
2,709,408,118,non_utilisable
2,719,368,115,utilisable
2,730,266,117,utilisable
2,734,303,102,utilisable
2,737,280,98,non_utilisable
2,752,466,105,utilisable
2,762,382,113,utilisable
2,769,78,127,non_utilisable
2,784,209,126,utilisable
2,785,196,94,non_utilisable
2,791,331,113,utilisable
2,801,481,60,utilisable
2,809,87,99,utilisable
2,816,298,61,utilisable
2,830,232,71,utilisable
2,839,273,123,utilisable
2,840,442,120,utilisable
2,843,179,61,utilisable
2,846,348,98,utilisable
2,865,328,114,utilisable
2,872,363,120,non_utilisable
2,874,246,65,utilisable
2,875,398,114,non_utilisable
2,884,77,104,utilisable
2,918,141,118,utilisable
2,920,445,72,utilisable
2,934,115,68,utilisable
2,951,77,110,utilisable
2,956,318,89,utilisable
2,959,69,83,utilisable
2,965,466,120,utilisable
2,975,474,82,utilisable
3,19,122,121,utilisable
3,20,90,113,non_utilisable
3,30,229,68,utilisable
3,61,345,71,utilisable
3,67,139,123,non_utilisable
3,68,300,88,utilisable
3,69,150,110,utilisable
3,79,272,99,non_utilisable
3,86,393,85,utilisable
3,88,161,121,utilisable
3,93,380,124,utilisable
3,100,405,119,utilisable
3,102,490,128,utilisable
3,106,358,79,utilisable
3,117,452,116,utilisable
3,140,278,91,non_utilisable
3,149,479,96,utilisable
3,150,266,124,utilisable
3,160,50,102,utilisable
3,166,201,108,non_utilisable
3,172,248,130,utilisable
3,177,244,108,utilisable
3,195,295,81,utilisable
3,220,191,80,utilisable
3,223,352,83,utilisable
3,230,323,100,utilisable
3,231,142,64,utilisable
3,239,500,128,utilisable
3,247,181,107,utilisable
3,253,345,107,utilisable
3,262,221,65,utilisable
3,266,498,86,utilisable
3,273,387,73,utilisable
3,278,309,64,utilisable
3,279,365,68,non_utilisable
3,280,84,90,utilisable
3,298,357,113,non_utilisable
3,299,486,129,utilisable
3,307,316,128,utilisable
3,321,435,121,utilisable
3,330,256,79,utilisable
3,333,135,112,utilisable
3,352,437,85,utilisable
3,353,234,110,utilisable
3,360,445,90,utilisable
3,378,312,87,utilisable
3,387,364,84,utilisable
3,388,351,101,utilisable
3,393,460,82,utilisable
3,409,119,84,utilisable
3,413,108,118,utilisable
3,437,472,92,non_utilisable
3,438,435,123,utilisable
3,440,89,87,non_utilisable
3,449,477,119,utilisable
3,458,455,84,utilisable
3,494,341,123,utilisable
3,495,378,101,utilisable
3,510,426,69,utilisable
3,529,255,83,utilisable
3,539,204,88,utilisable
3,547,336,102,utilisable
3,574,248,120,utilisable
3,586,379,114,utilisable
3,587,232,67,non_utilisable
3,590,398,97,utilisable
3,596,288,67,utilisable
3,606,329,63,utilisable
3,624,204,71,utilisable
3,647,471,65,utilisable
3,650,229,116,non_utilisable
3,668,481,81,utilisable
3,684,283,78,utilisable
3,688,207,114,non_utilisable
3,700,380,79,utilisable
3,731,184,108,utilisable
3,736,111,109,utilisable
3,745,221,114,utilisable
3,746,135,96,non_utilisable
3,756,373,66,utilisable
3,764,274,75,utilisable
3,772,166,68,utilisable
3,789,471,96,utilisable
3,790,448,70,utilisable
3,801,255,122,utilisable
3,803,285,123,utilisable
3,809,175,84,utilisable
3,849,233,70,non_utilisable
3,850,123,126,utilisable
3,854,274,79,utilisable
3,887,220,117,utilisable
3,894,386,107,utilisable
3,920,128,128,non_utilisable
3,933,71,75,utilisable
3,956,310,80,utilisable
3,957,59,104,utilisable
3,969,274,128,utilisable
3,977,294,60,utilisable
3,997,404,113,utilisable
4,40,117,103,utilisable
4,54,270,117,non_utilisable
4,56,69,71,non_utilisable
4,69,442,127,utilisable
4,70,408,102,utilisable
4,91,471,112,utilisable
4,101,300,111,non_utilisable
4,104,122,66,non_utilisable
4,132,373,71,utilisable
4,144,277,62,non_utilisable
4,180,168,103,utilisable
4,183,197,62,utilisable
4,189,311,66,utilisable
4,202,405,89,non_utilisable
4,207,217,127,utilisable
4,211,465,119,non_utilisable
4,213,213,97,non_utilisable
4,220,438,118,utilisable
4,226,378,60,non_utilisable
4,229,260,84,utilisable
4,243,263,97,utilisable
4,249,247,91,utilisable
4,252,450,75,utilisable
4,256,221,100,utilisable
4,285,245,108,non_utilisable
4,288,245,71,utilisable
4,300,333,115,non_utilisable
4,325,85,111,non_utilisable
4,327,128,77,utilisable
4,346,248,125,utilisable
4,347,419,99,non_utilisable
4,375,158,102,utilisable
4,377,443,77,utilisable
4,378,77,117,utilisable
4,398,386,120,non_utilisable
4,417,211,103,utilisable
4,419,239,99,non_utilisable
4,445,225,95,non_utilisable
4,446,281,106,utilisable
4,448,498,107,utilisable
4,449,80,99,non_utilisable
4,453,188,70,utilisable
4,458,498,65,utilisable
4,478,246,107,utilisable
4,496,221,117,non_utilisable
4,509,462,101,utilisable
4,523,79,118,utilisable
4,545,191,121,utilisable
4,556,421,67,utilisable
4,578,481,88,utilisable
4,585,484,115,utilisable
4,607,291,122,utilisable
4,609,347,65,utilisable
4,617,319,130,non_utilisable
4,621,415,103,non_utilisable
4,628,56,80,non_utilisable
4,632,73,112,non_utilisable
4,639,143,112,utilisable
4,649,77,92,non_utilisable
4,650,174,126,utilisable
4,652,441,101,non_utilisable
4,666,223,126,utilisable
4,668,63,86,utilisable
4,671,372,122,utilisable
4,680,303,61,non_utilisable
4,684,220,108,utilisable
4,698,267,80,utilisable
4,708,419,64,utilisable
4,726,277,119,utilisable
4,728,157,111,utilisable
4,736,339,109,non_utilisable
4,748,325,105,non_utilisable
4,753,177,96,utilisable
4,758,139,91,utilisable
4,767,497,111,utilisable
4,777,416,93,utilisable
4,784,369,106,utilisable
4,805,109,99,utilisable
4,812,65,122,non_utilisable
4,814,374,116,utilisable
4,823,185,126,utilisable
4,828,282,85,utilisable
4,834,214,95,utilisable
4,841,142,64,utilisable
4,842,301,116,non_utilisable
4,846,499,93,utilisable
4,849,350,60,utilisable
4,881,433,100,utilisable
4,882,232,63,utilisable
4,913,369,102,utilisable
4,917,291,112,non_utilisable
4,918,348,102,utilisable
4,921,341,112,utilisable
4,923,88,123,utilisable
4,931,383,92,utilisable
4,938,241,125,utilisable
4,940,207,82,utilisable
4,952,74,84,utilisable
4,955,56,84,utilisable
4,963,372,127,utilisable
4,996,318,122,utilisable
5,50,199,109,non_utilisable
5,62,258,66,non_utilisable
5,91,383,120,non_utilisable
5,95,443,100,utilisable
5,97,497,64,utilisable
5,108,471,94,utilisable
5,117,427,96,utilisable
5,118,88,111,utilisable
5,125,185,99,non_utilisable
5,128,303,88,utilisable
5,131,454,88,utilisable
5,143,282,88,non_utilisable
5,160,63,125,utilisable
5,194,187,103,utilisable
5,198,422,100,non_utilisable
5,203,293,103,utilisable
5,221,405,63,non_utilisable
5,225,496,111,utilisable
5,228,52,73,utilisable
5,242,356,95,utilisable
5,246,161,90,utilisable
5,250,439,87,utilisable
5,270,198,99,utilisable
5,275,345,103,non_utilisable
5,279,139,61,utilisable
5,284,467,106,utilisable
5,299,238,63,utilisable
5,314,352,77,utilisable
5,328,462,72,utilisable
5,333,124,106,utilisable
5,342,324,72,utilisable
5,377,394,89,non_utilisable
5,379,323,106,utilisable
5,385,256,64,utilisable
5,390,414,87,non_utilisable
5,392,82,62,utilisable
5,416,217,97,utilisable
5,445,482,112,utilisable
5,458,320,92,utilisable
5,462,396,91,non_utilisable
5,465,472,99,utilisable
5,493,432,92,utilisable
5,495,53,82,utilisable
5,496,286,116,non_utilisable
5,506,493,116,utilisable
5,509,165,62,utilisable
5,515,425,93,non_utilisable
5,528,279,93,utilisable
5,530,294,123,non_utilisable
5,541,499,75,utilisable
5,544,191,85,utilisable
5,563,218,80,utilisable
5,572,338,84,utilisable
5,580,392,72,utilisable
5,615,218,85,utilisable
5,644,383,61,utilisable
5,663,424,76,utilisable
5,687,479,74,utilisable
5,730,294,120,utilisable
5,731,181,93,non_utilisable
5,739,410,73,utilisable
5,744,107,104,non_utilisable
5,748,384,122,utilisable
5,773,51,126,utilisable
5,793,440,119,utilisable
5,800,482,101,utilisable
5,806,93,84,utilisable
5,810,123,120,utilisable
5,813,322,62,utilisable
5,836,64,83,utilisable
5,837,187,125,utilisable
5,839,320,72,utilisable
5,847,91,96,utilisable
5,849,69,74,utilisable
5,852,233,94,utilisable
5,861,433,75,utilisable
5,875,399,116,utilisable
5,880,387,77,non_utilisable
5,888,181,110,utilisable
5,923,79,90,utilisable
5,928,448,92,utilisable
5,935,345,129,non_utilisable
5,940,245,87,utilisable
5,945,323,110,utilisable
5,953,82,72,utilisable
5,955,166,73,utilisable
5,962,180,98,non_utilisable
5,966,381,68,utilisable
6,12,442,100,utilisable
6,30,327,104,utilisable
6,31,363,99,utilisable
6,44,276,95,utilisable
6,80,234,66,utilisable
6,96,454,80,utilisable
6,102,407,78,utilisable
6,124,376,75,non_utilisable
6,136,280,96,utilisable
6,144,345,89,utilisable
6,147,116,93,utilisable
6,150,266,67,utilisable
6,160,371,99,utilisable
6,166,233,63,utilisable
6,178,150,118,utilisable
6,198,269,123,utilisable
6,206,404,64,utilisable
6,211,229,115,utilisable
6,227,495,70,non_utilisable
6,231,83,96,utilisable
6,233,264,92,utilisable
6,271,302,107,utilisable
6,288,324,84,non_utilisable
6,292,365,67,utilisable
6,295,241,123,utilisable
6,297,250,130,utilisable
6,303,451,106,non_utilisable
6,311,227,129,utilisable
6,312,223,73,utilisable
6,317,495,126,utilisable
6,345,64,77,utilisable
6,348,131,113,utilisable
6,349,267,79,utilisable
6,360,213,102,utilisable
6,367,279,77,utilisable
6,380,236,110,utilisable
6,390,310,71,utilisable
6,392,302,69,utilisable
6,399,441,91,utilisable
6,401,158,65,utilisable
6,406,476,99,non_utilisable
6,432,311,127,non_utilisable
6,435,495,129,utilisable
6,470,210,94,non_utilisable
6,473,446,106,utilisable
6,484,474,97,non_utilisable
6,500,418,122,utilisable
6,510,356,99,utilisable
6,516,313,89,non_utilisable
6,548,149,92,utilisable
6,551,432,94,utilisable
6,557,342,109,utilisable
6,573,199,65,non_utilisable
6,577,470,95,utilisable
6,580,436,86,utilisable
6,598,377,119,utilisable
6,623,485,72,utilisable
6,629,76,110,utilisable
6,633,98,101,utilisable
6,644,52,120,non_utilisable
6,669,429,60,non_utilisable
6,675,206,73,utilisable
6,678,320,74,utilisable
6,682,210,67,utilisable
6,683,167,99,utilisable
6,684,347,81,utilisable
6,692,429,79,utilisable
6,696,76,79,utilisable
6,706,418,103,utilisable
6,707,340,115,utilisable
6,713,64,119,non_utilisable
6,736,401,120,utilisable
6,737,388,96,utilisable
6,741,274,75,utilisable
6,742,440,114,utilisable
6,749,58,128,utilisable
6,753,75,122,utilisable
6,764,175,61,utilisable
6,798,481,99,non_utilisable
6,803,498,103,non_utilisable
6,805,303,102,utilisable
6,806,297,73,utilisable
6,807,77,76,non_utilisable
6,814,92,74,non_utilisable
6,817,264,78,utilisable
6,820,499,120,utilisable
6,825,238,102,utilisable
6,835,391,100,utilisable
6,836,181,88,utilisable
6,837,460,105,utilisable
6,845,120,119,non_utilisable
6,872,490,80,non_utilisable
6,878,380,77,utilisable
6,892,276,77,utilisable
6,899,208,76,utilisable
6,900,231,66,utilisable
6,911,121,75,non_utilisable
6,925,472,85,utilisable
6,934,92,127,non_utilisable
6,937,274,124,utilisable
6,966,257,96,utilisable
6,971,51,72,non_utilisable
6,976,456,66,utilisable
6,981,337,60,utilisable
6,998,213,84,utilisable
7,41,468,63,utilisable
7,58,82,63,non_utilisable
7,59,77,102,utilisable
7,67,459,66,utilisable
7,80,354,80,non_utilisable
7,82,119,120,utilisable
7,91,281,76,utilisable
7,94,180,66,utilisable
7,100,465,103,utilisable
7,118,150,112,utilisable
7,123,133,62,utilisable
7,133,208,60,utilisable
7,145,141,83,utilisable
7,180,444,78,utilisable
7,181,220,124,utilisable
7,191,384,104,utilisable
7,201,90,70,utilisable
7,206,233,67,utilisable
7,207,130,76,utilisable
7,208,316,116,utilisable
7,213,202,80,utilisable
7,222,286,128,utilisable
7,239,243,63,utilisable
7,242,331,61,utilisable
7,246,316,113,utilisable
7,252,148,112,utilisable
7,254,251,106,utilisable
7,265,162,72,utilisable
7,274,233,89,non_utilisable
7,303,117,107,utilisable
7,305,365,108,non_utilisable
7,308,386,101,utilisable
7,322,230,105,utilisable
7,324,328,76,non_utilisable
7,340,418,124,utilisable
7,341,286,65,utilisable
7,356,236,110,utilisable
7,358,349,104,utilisable
7,369,354,91,utilisable
7,396,338,112,non_utilisable
7,397,131,130,utilisable
7,399,334,78,utilisable
7,410,333,96,utilisable
7,411,480,75,utilisable
7,417,186,108,utilisable
7,420,104,114,utilisable
7,429,267,124,utilisable
7,433,361,120,utilisable
7,443,305,111,utilisable
7,456,320,72,utilisable
7,457,484,87,utilisable
7,462,67,104,non_utilisable
7,468,260,99,non_utilisable
7,476,382,108,utilisable
7,484,469,129,utilisable
7,485,346,107,utilisable
7,493,271,119,utilisable
7,494,224,122,non_utilisable
7,517,356,65,utilisable
7,524,55,107,utilisable
7,528,141,111,non_utilisable
7,540,188,124,utilisable
7,548,491,99,utilisable
7,560,229,115,utilisable
7,584,445,129,utilisable
7,586,228,113,utilisable
7,588,177,108,utilisable
7,590,85,121,non_utilisable
7,592,125,112,utilisable
7,594,255,115,utilisable
7,602,379,125,utilisable
7,612,285,76,utilisable
7,617,249,79,utilisable
7,619,337,97,utilisable
7,635,226,76,utilisable
7,677,118,120,utilisable
7,686,311,100,utilisable
7,695,116,106,non_utilisable
7,722,198,90,utilisable
7,724,376,65,utilisable
7,726,421,76,utilisable
7,743,332,62,utilisable
7,766,371,126,non_utilisable
7,768,268,112,utilisable
7,784,371,101,utilisable
7,795,216,94,utilisable
7,800,422,98,non_utilisable
7,802,197,126,non_utilisable
7,814,188,100,utilisable
7,819,297,110,utilisable
7,823,147,68,utilisable
7,825,303,95,non_utilisable
7,835,500,86,utilisable
7,836,188,122,non_utilisable
7,843,436,96,utilisable
7,850,122,120,utilisable
7,864,109,123,utilisable
7,873,390,104,utilisable
7,882,130,62,utilisable
7,884,176,61,utilisable
7,889,98,77,non_utilisable
7,898,302,78,utilisable
7,926,446,83,non_utilisable
7,933,106,113,non_utilisable
7,938,410,70,utilisable
7,941,481,120,utilisable
7,954,209,81,utilisable
8,26,68,119,non_utilisable
8,28,419,73,utilisable
8,29,396,108,utilisable
8,34,314,124,utilisable
8,39,454,78,utilisable
8,57,50,89,utilisable
8,69,98,81,utilisable
8,72,339,87,utilisable
8,75,222,102,non_utilisable
8,79,147,86,utilisable
8,95,341,113,utilisable
8,103,251,69,utilisable
8,107,439,88,utilisable
8,113,392,99,non_utilisable
8,118,442,101,utilisable
8,119,434,97,utilisable
8,121,270,102,utilisable
8,130,155,106,non_utilisable
8,146,456,83,utilisable
8,150,68,111,utilisable
8,155,121,118,utilisable
8,156,209,115,utilisable
8,157,475,83,utilisable
8,185,471,84,utilisable
8,186,279,124,utilisable
8,207,341,93,utilisable
8,220,129,81,utilisable
8,232,315,110,utilisable
8,239,235,65,utilisable
8,261,425,95,utilisable
8,280,209,116,utilisable
8,295,418,126,utilisable
8,307,493,78,utilisable
8,310,88,77,utilisable
8,313,408,85,utilisable
8,320,119,117,utilisable
8,321,143,100,utilisable
8,325,353,129,utilisable
8,337,424,126,utilisable
8,339,251,84,utilisable
8,346,70,103,utilisable
8,348,421,119,utilisable
8,349,306,82,utilisable
8,351,304,94,utilisable
8,365,393,102,utilisable
8,369,120,84,utilisable
8,371,221,104,utilisable
8,381,268,84,utilisable
8,385,290,103,utilisable
8,387,188,119,utilisable
8,393,402,112,utilisable
8,420,119,104,utilisable
8,426,280,75,utilisable
8,439,62,108,utilisable
8,442,428,60,utilisable
8,471,254,78,utilisable
8,475,100,112,non_utilisable
8,517,451,65,utilisable
8,518,174,117,utilisable
8,529,63,109,utilisable
8,562,174,130,non_utilisable
8,563,281,75,utilisable
8,576,354,61,utilisable
8,584,291,63,utilisable
8,589,493,128,utilisable
8,604,411,83,utilisable
8,622,225,119,non_utilisable
8,627,478,105,non_utilisable
8,630,353,90,non_utilisable
8,632,343,95,utilisable
8,651,310,104,non_utilisable
8,655,326,63,utilisable
8,666,305,115,utilisable
8,672,365,123,utilisable
8,674,400,86,utilisable
8,677,396,82,utilisable
8,691,285,122,non_utilisable
8,695,292,122,utilisable
8,700,306,61,utilisable
8,726,88,78,utilisable
8,729,317,94,utilisable
8,730,305,107,non_utilisable
8,738,106,90,utilisable
8,758,246,129,utilisable
8,759,450,71,utilisable
8,799,465,62,utilisable
8,809,94,98,utilisable
8,810,343,93,utilisable
8,811,140,96,utilisable
8,839,376,114,utilisable
8,854,120,86,non_utilisable
8,874,155,93,utilisable
8,875,219,86,utilisable
8,881,377,78,utilisable
8,884,145,63,utilisable
8,902,369,64,non_utilisable
8,904,200,101,utilisable
8,929,293,65,non_utilisable
8,931,210,81,utilisable
8,950,266,68,utilisable
8,957,340,65,utilisable
8,959,468,66,utilisable
8,969,157,103,utilisable
8,993,239,108,utilisable
8,999,62,75,utilisable
9,16,264,112,utilisable
9,24,115,111,utilisable
9,29,295,67,non_utilisable
9,35,321,79,utilisable
9,45,369,105,utilisable
9,75,337,112,utilisable
9,104,208,74,utilisable
9,113,255,110,utilisable
9,117,110,115,utilisable
9,119,327,96,utilisable
9,124,222,72,utilisable
9,129,423,77,non_utilisable
9,131,300,122,non_utilisable
9,138,221,61,utilisable
9,151,444,128,utilisable
9,189,241,90,utilisable
9,208,50,119,utilisable
9,211,138,83,utilisable
9,216,473,72,utilisable
9,221,108,63,non_utilisable
9,232,153,64,utilisable
9,240,480,113,utilisable
9,242,255,99,utilisable
9,243,322,118,utilisable
9,250,124,83,utilisable
9,266,201,93,utilisable
9,272,385,112,utilisable
9,283,390,72,utilisable
9,284,491,114,non_utilisable
9,298,237,87,utilisable
9,299,205,93,utilisable
9,330,500,83,utilisable
9,334,264,91,utilisable
9,342,308,90,utilisable
9,344,499,104,utilisable
9,346,312,105,utilisable
9,348,173,78,non_utilisable
9,365,171,119,utilisable
9,396,189,87,utilisable
9,412,58,79,utilisable
9,413,246,74,utilisable
9,420,435,115,utilisable
9,422,463,128,non_utilisable
9,425,426,97,utilisable
9,449,314,116,utilisable
9,458,268,61,utilisable
9,467,482,91,utilisable
9,486,499,79,utilisable
9,489,241,90,utilisable
9,492,345,74,non_utilisable
9,495,281,112,utilisable
9,498,134,90,non_utilisable
9,503,94,99,utilisable
9,506,325,64,non_utilisable
9,523,256,123,utilisable
9,528,423,106,utilisable
9,546,347,130,utilisable
9,568,378,88,utilisable
9,569,203,86,non_utilisable
9,575,209,70,utilisable
9,590,119,119,utilisable
9,597,394,61,non_utilisable
9,608,127,76,utilisable
9,617,88,108,utilisable
9,618,149,125,non_utilisable
9,624,91,114,utilisable
9,632,93,119,utilisable
9,633,406,116,non_utilisable
9,635,247,72,non_utilisable
9,640,409,127,non_utilisable
9,652,249,120,utilisable
9,658,106,79,utilisable
9,660,130,64,utilisable
9,674,94,77,utilisable
9,680,486,123,utilisable
9,694,192,101,utilisable
9,702,51,115,utilisable
9,708,304,72,utilisable
9,717,447,108,non_utilisable
9,722,85,73,utilisable
9,726,309,73,utilisable
9,732,392,98,utilisable
9,734,469,101,utilisable
9,747,353,94,utilisable
9,762,144,65,utilisable
9,774,165,97,utilisable
9,787,339,60,utilisable
9,792,302,80,utilisable
9,810,389,121,utilisable
9,825,230,102,utilisable
9,833,322,107,utilisable
9,840,132,108,utilisable
9,849,217,75,utilisable
9,852,95,129,utilisable
9,853,365,85,non_utilisable
9,854,76,68,utilisable
9,855,263,96,non_utilisable
9,857,243,79,utilisable
9,867,219,84,non_utilisable
9,869,313,130,utilisable
9,870,395,124,utilisable
9,872,335,64,utilisable
9,879,403,107,utilisable
9,880,71,62,non_utilisable
9,882,328,114,utilisable
9,893,183,104,utilisable
9,894,357,119,utilisable
9,900,324,60,utilisable
9,903,251,107,non_utilisable
9,907,455,79,utilisable
9,908,297,81,non_utilisable
9,911,58,94,utilisable
9,915,124,91,utilisable
9,923,375,92,non_utilisable
9,926,322,105,non_utilisable
9,933,158,117,utilisable
9,943,87,83,utilisable
9,962,179,125,utilisable
9,970,79,113,non_utilisable
9,975,425,106,utilisable
9,976,394,88,non_utilisable
10,16,298,85,non_utilisable
10,29,254,94,utilisable
10,30,209,117,utilisable
10,36,159,106,utilisable
10,37,215,78,non_utilisable
10,72,99,60,non_utilisable
10,86,291,115,non_utilisable
10,102,401,65,utilisable
10,103,410,128,non_utilisable
10,109,348,112,utilisable
10,117,428,63,utilisable
10,121,106,106,utilisable
10,123,126,81,utilisable
10,124,186,109,utilisable
10,125,498,116,utilisable
10,140,228,60,non_utilisable
10,172,444,99,non_utilisable
10,173,117,121,utilisable
10,182,220,109,utilisable
10,187,110,61,non_utilisable
10,211,163,87,utilisable
10,219,278,103,utilisable
10,221,392,113,utilisable
10,225,367,107,utilisable
