Ville1,Ville2,Distance,Vitesse,Statut
2,110,83,89,utilisable
2,114,63,61,non_utilisable
2,141,97,81,utilisable
2,145,130,84,non_utilisable
2,149,372,81,utilisable
2,150,368,80,utilisable
2,163,228,122,utilisable
2,176,177,120,utilisable
2,182,424,116,non_utilisable
2,198,107,68,non_utilisable
2,225,155,64,non_utilisable
2,230,174,62,utilisable
2,245,131,64,utilisable
2,246,207,111,utilisable
2,283,162,115,utilisable
2,301,290,128,non_utilisable
2,306,143,77,non_utilisable
2,325,71,70,non_utilisable
2,327,396,60,utilisable
2,336,52,67,utilisable
2,350,130,61,non_utilisable
2,351,216,89,non_utilisable
2,367,288,91,utilisable
2,369,325,78,utilisable
2,373,444,116,utilisable
2,378,338,70,utilisable
2,379,51,89,utilisable
2,383,214,112,utilisable
2,384,118,127,utilisable
2,402,199,101,utilisable
2,414,108,114,utilisable
2,428,407,78,utilisable
2,438,352,109,utilisable
2,454,209,60,utilisable
2,463,472,101,non_utilisable
2,481,85,69,utilisable
2,482,447,83,utilisable
2,497,97,101,utilisable
3,39,70,121,non_utilisable
3,40,69,126,utilisable
3,54,481,109,utilisable
3,65,192,85,utilisable
3,97,446,67,utilisable
3,103,260,62,utilisable
3,110,413,106,utilisable
3,114,138,97,utilisable
3,119,458,94,utilisable
3,120,160,92,non_utilisable
3,129,167,77,utilisable
3,144,170,88,utilisable
3,151,139,79,utilisable
3,159,227,119,utilisable
3,161,171,68,utilisable
3,179,296,60,utilisable
3,182,349,119,utilisable
3,184,89,83,utilisable
3,199,140,117,utilisable
3,216,464,114,utilisable
3,225,306,63,utilisable
3,231,400,120,non_utilisable
3,241,449,100,utilisable
3,257,157,129,non_utilisable
3,259,224,83,utilisable
3,262,100,103,utilisable
3,287,409,92,utilisable
3,295,177,78,utilisable
3,319,119,88,utilisable
3,320,285,114,utilisable
3,323,288,77,non_utilisable
3,349,376,68,utilisable
3,366,300,74,utilisable
3,397,457,66,utilisable
3,405,470,113,utilisable
3,415,427,123,utilisable
3,417,191,100,utilisable
3,420,184,123,utilisable
3,423,241,105,non_utilisable
3,443,191,69,utilisable
3,476,497,81,non_utilisable
3,477,87,83,non_utilisable
4,6,287,106,utilisable
4,30,413,114,utilisable
4,40,331,102,utilisable
4,42,498,100,utilisable
4,56,215,96,utilisable
4,71,190,103,non_utilisable
4,88,59,127,utilisable
4,95,456,60,utilisable
4,112,190,64,utilisable
4,119,255,60,utilisable
4,139,226,124,utilisable
4,140,233,108,utilisable
4,147,433,80,utilisable
4,157,143,87,utilisable
4,184,225,84,utilisable
4,187,495,75,utilisable
4,216,68,108,utilisable
4,232,381,118,non_utilisable
4,233,65,124,non_utilisable
4,239,106,80,non_utilisable
4,242,286,101,utilisable
4,256,239,107,utilisable
4,303,368,73,utilisable
4,311,420,72,utilisable
4,333,385,71,non_utilisable
4,336,455,62,utilisable
4,357,232,97,utilisable
4,381,130,68,utilisable
4,404,347,109,utilisable
4,405,228,109,utilisable
4,406,463,83,utilisable
4,411,76,107,utilisable
4,418,448,126,utilisable
4,444,88,64,utilisable
4,446,256,81,non_utilisable
4,463,270,83,non_utilisable
4,476,253,118,utilisable
4,484,450,73,utilisable
4,489,222,121,non_utilisable
4,493,472,130,non_utilisable
4,496,260,111,utilisable
5,10,95,123,utilisable
5,12,439,94,utilisable
5,14,226,91,utilisable
5,16,299,97,utilisable
5,26,386,101,utilisable
5,52,277,61,utilisable
5,54,179,106,utilisable
5,61,442,116,utilisable
5,81,218,109,utilisable
5,83,78,123,non_utilisable
5,97,190,91,non_utilisable
5,124,401,99,utilisable
5,142,342,111,utilisable
5,151,431,102,utilisable
5,156,94,75,non_utilisable
5,158,335,117,non_utilisable
5,172,425,122,utilisable
5,193,310,67,utilisable
5,209,99,105,non_utilisable
5,223,363,103,utilisable
5,227,243,104,utilisable
5,233,159,110,utilisable
5,240,382,120,utilisable
5,247,496,60,utilisable
5,256,327,98,utilisable
5,271,155,91,utilisable
5,306,69,107,non_utilisable
5,310,281,79,utilisable
5,316,205,105,utilisable
5,328,326,129,utilisable
5,338,100,78,non_utilisable
5,350,54,69,utilisable
5,371,123,71,non_utilisable
5,373,342,94,utilisable
5,385,408,116,utilisable
5,400,182,70,utilisable
5,402,486,72,utilisable
5,416,239,123,utilisable
5,417,419,119,non_utilisable
5,427,445,120,utilisable
5,431,401,69,utilisable
5,441,83,83,utilisable
5,481,210,79,utilisable
6,33,361,67,non_utilisable
6,43,195,86,utilisable
6,54,98,87,utilisable
6,61,318,97,utilisable
6,70,492,126,utilisable
6,72,377,110,utilisable
6,80,439,63,utilisable
6,89,346,104,non_utilisable
6,96,133,116,utilisable
6,105,360,61,non_utilisable
6,116,160,77,utilisable
6,136,451,126,non_utilisable
6,153,291,91,utilisable
6,180,93,84,non_utilisable
6,213,250,79,utilisable
6,220,470,105,utilisable
6,230,168,114,utilisable
6,246,363,67,utilisable
6,250,210,104,utilisable
6,254,138,117,utilisable
6,255,108,74,utilisable
6,257,409,111,utilisable
6,266,85,66,utilisable
6,267,365,63,utilisable
6,270,339,65,utilisable
6,304,262,122,non_utilisable
6,317,156,123,utilisable
6,320,481,117,utilisable
6,324,176,117,utilisable
6,344,240,116,utilisable
6,377,413,127,non_utilisable
6,385,365,113,utilisable
6,388,70,105,utilisable
6,393,82,120,non_utilisable
6,401,275,96,utilisable
6,426,378,122,non_utilisable
6,428,268,112,utilisable
6,430,471,104,utilisable
6,432,218,111,non_utilisable
6,455,455,87,utilisable
6,462,160,130,utilisable
6,463,349,121,utilisable
6,474,166,95,non_utilisable
6,476,392,74,utilisable
6,479,279,129,utilisable
7,21,369,109,non_utilisable
7,22,378,119,utilisable
7,30,408,110,utilisable
7,44,266,118,utilisable
7,61,134,101,utilisable
7,64,258,107,utilisable
7,68,220,84,utilisable
7,91,326,125,utilisable
7,111,238,100,non_utilisable
7,116,369,113,utilisable
7,120,136,120,utilisable
7,151,187,77,non_utilisable
7,156,185,121,utilisable
7,157,494,124,utilisable
7,160,436,91,utilisable
7,184,484,99,utilisable
7,190,332,128,utilisable
7,192,368,84,utilisable
7,193,140,106,utilisable
7,264,492,110,utilisable
7,309,52,121,utilisable
7,311,130,108,utilisable
7,348,200,79,utilisable
7,364,407,128,utilisable
7,367,271,128,non_utilisable
7,387,80,110,utilisable
7,390,92,121,utilisable
7,405,461,105,utilisable
7,411,124,130,utilisable
7,418,65,121,utilisable
7,462,446,127,utilisable
7,477,260,108,non_utilisable
7,478,189,64,utilisable
7,479,75,64,utilisable
7,490,79,68,utilisable
8,37,282,112,utilisable
8,44,273,97,non_utilisable
8,51,376,93,utilisable
8,59,128,61,utilisable
8,65,182,100,utilisable
8,67,190,66,utilisable
8,79,223,107,utilisable
8,80,116,88,utilisable
8,81,160,127,utilisable
8,82,357,80,utilisable
8,88,206,116,utilisable
8,101,296,114,utilisable
8,107,496,118,utilisable
8,112,398,130,non_utilisable
8,118,109,77,utilisable
8,123,338,67,utilisable
8,146,417,62,utilisable
8,153,79,69,utilisable
8,154,100,88,utilisable
8,155,134,112,utilisable
8,162,454,64,utilisable
8,169,456,85,utilisable
8,175,332,79,utilisable
8,182,367,102,utilisable
8,188,117,95,utilisable
8,195,308,90,utilisable
8,207,359,122,utilisable
8,220,370,90,utilisable
8,222,402,111,non_utilisable
8,231,182,61,utilisable
8,236,487,110,utilisable
8,248,460,123,utilisable
8,251,329,126,utilisable
8,256,309,80,utilisable
8,263,278,75,utilisable
8,272,372,100,utilisable
8,273,258,74,utilisable
8,280,243,99,utilisable
8,287,55,60,utilisable
8,297,397,91,non_utilisable
8,313,69,114,utilisable
8,319,280,112,utilisable
8,337,286,111,utilisable
8,348,363,91,utilisable
8,351,62,101,utilisable
8,353,158,81,utilisable
8,356,499,102,non_utilisable
8,359,384,100,non_utilisable
8,362,186,81,utilisable
8,369,250,86,utilisable
8,373,323,87,utilisable
8,376,400,113,utilisable
8,398,282,89,utilisable
8,406,152,112,non_utilisable
8,411,85,97,utilisable
8,425,192,105,utilisable
8,449,346,73,utilisable
8,454,495,70,utilisable
8,459,345,71,non_utilisable
8,460,459,111,utilisable
8,462,207,115,non_utilisable
8,467,270,119,utilisable
8,475,108,110,utilisable
8,477,444,82,utilisable
8,489,155,92,utilisable
8,493,487,107,utilisable
9,53,376,90,utilisable
9,63,343,104,utilisable
9,66,102,96,utilisable
9,72,253,91,utilisable
9,98,297,63,non_utilisable
9,114,90,105,utilisable
9,130,285,65,non_utilisable
9,133,140,74,utilisable
9,143,259,73,utilisable
9,144,416,71,non_utilisable
9,145,227,76,utilisable
9,148,246,115,utilisable
9,180,487,66,non_utilisable
9,183,377,75,utilisable
9,187,164,82,utilisable
9,209,76,129,utilisable
9,216,287,99,utilisable
9,218,321,86,utilisable
9,241,431,113,utilisable
9,253,443,71,utilisable
9,261,307,77,utilisable
9,288,413,122,utilisable
9,292,392,86,non_utilisable
9,345,384,77,utilisable
9,378,490,81,utilisable
9,436,55,118,utilisable
9,439,229,74,non_utilisable
9,441,58,109,utilisable
9,455,154,77,utilisable
9,460,234,84,utilisable
9,462,74,114,utilisable
9,485,280,74,utilisable
10,11,144,87,utilisable
10,37,166,73,non_utilisable
10,49,60,74,utilisable
10,52,103,77,utilisable
10,65,291,123,utilisable
10,74,461,127,utilisable
10,75,211,123,utilisable
10,76,442,69,non_utilisable
10,94,86,89,utilisable
10,107,348,72,utilisable
10,115,253,111,utilisable
10,122,275,84,utilisable
10,141,359,118,utilisable
10,142,73,67,utilisable
10,152,304,91,utilisable
10,158,459,93,utilisable
10,181,287,95,non_utilisable
10,183,114,97,utilisable
10,196,58,86,utilisable
10,199,198,90,utilisable
10,200,138,82,utilisable
10,206,336,61,utilisable
10,216,105,100,utilisable
10,218,427,96,utilisable
10,235,147,74,utilisable
10,262,239,95,utilisable
10,273,408,73,utilisable
10,277,469,72,utilisable
10,302,423,103,utilisable
10,306,204,104,utilisable
10,310,68,124,utilisable
10,321,226,107,utilisable
10,327,415,130,utilisable
10,329,336,123,utilisable
10,361,496,109,utilisable
10,370,399,95,utilisable
10,373,234,123,non_utilisable
10,382,309,75,utilisable
10,393,338,116,utilisable
10,395,447,114,utilisable
10,397,401,62,non_utilisable
10,403,427,128,non_utilisable
10,408,57,71,utilisable
10,410,487,79,utilisable
10,415,95,86,non_utilisable
10,424,305,67,utilisable
10,425,206,100,non_utilisable
10,429,201,64,utilisable
10,443,168,81,utilisable
10,449,206,83,utilisable
10,460,437,109,utilisable
10,465,416,64,non_utilisable
10,466,446,96,utilisable
10,476,444,117,utilisable
10,491,280,94,utilisable
10,492,345,117,utilisable
11,18,61,121,utilisable
11,22,68,94,non_utilisable
11,31,321,69,utilisable
11,36,306,113,utilisable
11,70,155,73,utilisable
11,84,150,70,utilisable
11,99,83,97,utilisable
11,136,321,71,utilisable
11,143,203,67,utilisable
11,149,439,110,non_utilisable
11,161,120,105,utilisable
11,201,85,119,non_utilisable
11,207,234,108,non_utilisable
11,214,219,122,utilisable
11,226,75,110,utilisable
11,252,430,121,non_utilisable
11,267,220,120,utilisable
11,311,391,111,utilisable
11,314,296,118,non_utilisable
11,321,51,96,utilisable
11,322,198,77,utilisable
11,327,54,96,utilisable
11,332,415,81,non_utilisable
11,365,411,113,utilisable
11,391,477,69,utilisable
11,392,324,117,utilisable
11,394,398,104,utilisable
11,406,113,124,utilisable
11,407,147,127,non_utilisable
11,439,458,74,utilisable
11,444,463,64,utilisable
11,471,308,62,utilisable
11,474,494,86,utilisable
11,479,122,67,utilisable
11,488,198,124,utilisable
12,14,495,96,utilisable
12,66,59,75,utilisable
12,87,265,115,utilisable
12,90,237,102,utilisable
12,115,245,68,utilisable
12,124,237,127,utilisable
12,129,393,61,utilisable
12,130,370,95,utilisable
12,131,141,105,utilisable
12,139,483,80,utilisable
12,142,74,104,utilisable
12,166,440,70,utilisable
12,181,139,94,utilisable
12,195,378,129,utilisable
12,200,488,73,utilisable
12,206,399,75,utilisable
12,210,496,76,utilisable
12,213,335,70,utilisable
12,216,316,106,non_utilisable
12,217,289,130,utilisable
12,264,191,65,utilisable
12,265,372,85,utilisable
12,277,427,95,utilisable
12,288,158,91,non_utilisable
12,296,87,116,utilisable
12,298,363,105,utilisable
12,299,377,72,utilisable
12,301,229,105,utilisable
12,319,421,124,utilisable
12,335,452,67,utilisable
12,341,80,129,utilisable
12,344,282,74,non_utilisable
12,351,407,110,utilisable
12,354,68,70,utilisable
12,356,120,71,utilisable
12,358,107,104,utilisable
12,360,172,111,utilisable
12,374,182,103,utilisable
12,378,394,63,utilisable
12,391,360,94,utilisable
12,397,246,68,utilisable
12,408,344,69,utilisable
12,411,203,89,utilisable
12,412,421,101,utilisable
12,421,192,115,utilisable
12,427,185,82,utilisable
12,428,176,82,non_utilisable
12,433,147,124,utilisable
12,436,185,113,non_utilisable
12,437,455,86,utilisable
12,440,65,86,utilisable
12,455,226,104,utilisable
12,469,216,64,utilisable
12,489,134,102,non_utilisable
13,35,53,125,utilisable
13,39,292,67,utilisable
13,50,319,61,utilisable
13,74,136,77,non_utilisable
13,75,50,107,non_utilisable
13,87,52,64,utilisable
13,92,393,107,non_utilisable
13,110,235,125,utilisable
13,114,356,98,utilisable
13,116,130,121,utilisable
13,136,101,130,utilisable
13,140,464,110,utilisable
13,152,456,66,utilisable
13,179,384,87,utilisable
13,185,189,86,utilisable
13,186,190,130,utilisable
13,202,208,94,non_utilisable
13,210,184,84,utilisable
13,221,440,130,utilisable
13,227,153,94,utilisable
13,236,303,127,utilisable
13,244,313,81,utilisable
13,258,293,111,utilisable
13,260,431,65,utilisable
13,264,477,83,utilisable
13,265,264,88,utilisable
13,290,465,65,utilisable
13,292,226,122,non_utilisable
13,294,264,101,utilisable
13,317,357,101,utilisable
13,328,451,82,utilisable
13,343,499,117,utilisable
13,345,103,99,utilisable
13,351,414,62,utilisable
13,373,497,85,utilisable
13,375,188,104,utilisable
13,387,74,85,utilisable
13,393,456,113,utilisable
13,410,109,107,utilisable
13,436,137,102,utilisable
13,463,327,112,utilisable
13,470,248,116,utilisable
13,475,117,69,utilisable
13,479,307,82,utilisable
13,480,464,97,utilisable
13,491,453,102,utilisable
13,497,60,88,non_utilisable
14,25,305,110,utilisable
14,55,493,97,non_utilisable
14,63,226,85,utilisable
14,65,341,100,utilisable
14,71,418,100,utilisable
14,74,414,122,utilisable
14,76,53,100,non_utilisable
14,89,266,116,non_utilisable
14,94,160,76,utilisable
14,98,55,105,utilisable
14,100,350,119,utilisable
14,115,379,70,non_utilisable
14,128,490,71,utilisable
14,138,123,101,utilisable
14,142,57,119,utilisable
14,151,78,82,non_utilisable
14,159,395,74,utilisable
14,176,90,67,utilisable
14,183,188,72,utilisable
14,192,363,89,utilisable
14,220,99,81,non_utilisable
14,221,279,105,utilisable
14,252,379,73,utilisable
14,260,194,83,utilisable
14,271,139,77,utilisable
14,278,408,120,utilisable
14,287,387,99,non_utilisable
14,293,368,118,non_utilisable
14,296,177,79,utilisable
14,304,444,106,utilisable
14,314,274,85,utilisable
14,316,298,99,non_utilisable
14,327,67,77,utilisable
14,328,389,91,utilisable
14,338,315,78,utilisable
14,368,272,73,utilisable
14,394,164,119,utilisable
14,395,359,104,utilisable
14,400,419,106,utilisable
14,401,90,61,utilisable
14,425,380,110,non_utilisable
14,442,338,105,utilisable
14,471,151,63,non_utilisable
14,473,122,129,non_utilisable
14,477,318,86,utilisable
14,495,400,130,utilisable
15,33,281,88,utilisable
15,39,344,67,utilisable
15,43,396,75,utilisable
15,68,491,88,utilisable
15,87,412,96,utilisable
15,89,497,112,utilisable
15,91,487,79,utilisable
15,114,437,112,utilisable
15,123,115,127,utilisable
15,145,130,121,utilisable
15,150,274,125,utilisable
15,152,280,68,utilisable
15,157,461,121,utilisable
15,197,427,94,non_utilisable
15,218,74,76,utilisable
15,221,77,68,utilisable
15,223,493,97,utilisable
15,224,326,80,non_utilisable
15,226,236,74,utilisable
15,246,368,62,utilisable
15,248,374,80,utilisable
15,256,494,74,utilisable
15,259,61,71,utilisable
15,262,239,103,utilisable
15,269,496,99,utilisable
15,274,334,83,utilisable
15,298,186,93,utilisable
15,301,463,80,utilisable
15,311,227,129,utilisable
15,314,468,73,utilisable
15,319,187,111,utilisable
15,333,108,113,utilisable
15,335,253,83,utilisable
15,364,420,127,utilisable
15,369,358,77,utilisable
15,370,281,119,utilisable
15,371,156,99,non_utilisable
15,372,171,125,utilisable
15,383,409,70,utilisable
15,410,143,106,utilisable
15,436,301,81,non_utilisable
15,457,158,106,utilisable
15,462,351,112,utilisable
15,466,330,96,utilisable
15,470,174,66,utilisable
15,477,169,105,utilisable
16,31,205,119,non_utilisable
16,32,345,114,utilisable
16,34,310,115,utilisable
16,47,86,108,utilisable
16,88,198,88,utilisable
16,102,420,60,utilisable
16,121,441,111,utilisable
16,124,167,77,utilisable
16,150,328,75,utilisable
16,151,330,86,utilisable
16,152,167,63,utilisable
16,160,239,60,utilisable
16,165,84,77,non_utilisable
16,171,277,81,utilisable
16,180,229,86,utilisable
16,196,122,129,utilisable
16,204,260,114,non_utilisable
16,205,475,97,utilisable
16,212,160,98,utilisable
16,232,311,126,utilisable
16,248,299,72,non_utilisable
16,253,131,130,utilisable
16,259,53,120,utilisable
16,262,195,90,utilisable
16,270,241,75,non_utilisable
16,277,187,78,utilisable
16,296,146,89,non_utilisable
16,329,346,129,utilisable
16,330,264,95,non_utilisable
16,335,224,117,utilisable
16,337,493,111,utilisable
16,354,465,82,utilisable
16,358,461,71,utilisable
16,363,273,81,utilisable
16,389,418,71,non_utilisable
16,399,275,76,non_utilisable
16,433,180,130,utilisable
16,477,247,108,utilisable
16,485,427,87,utilisable
16,496,421,97,utilisable
16,498,495,84,non_utilisable
17,24,452,115,utilisable
17,29,124,78,utilisable
17,41,278,75,utilisable
17,67,409,86,utilisable
17,72,444,61,utilisable
17,85,341,62,non_utilisable
17,98,139,124,utilisable
17,107,59,101,utilisable
17,112,98,99,utilisable
17,128,268,71,utilisable
17,131,350,94,utilisable
17,133,55,75,utilisable
17,134,101,119,utilisable
17,142,65,85,utilisable
17,153,124,95,utilisable
17,164,311,93,utilisable
17,166,273,70,utilisable
17,170,114,65,utilisable
17,171,233,96,non_utilisable
17,186,235,103,utilisable
17,189,368,118,non_utilisable
17,190,485,88,utilisable
17,206,225,103,utilisable
17,209,247,119,non_utilisable
17,220,278,113,utilisable
17,228,112,98,utilisable
17,251,247,116,non_utilisable
17,260,317,112,non_utilisable
17,267,109,74,utilisable
17,270,492,98,utilisable
17,278,333,76,utilisable
17,285,345,119,utilisable
17,294,201,75,utilisable
17,296,140,65,utilisable
17,301,340,107,utilisable
17,317,132,110,utilisable
17,324,493,69,non_utilisable
17,334,216,61,utilisable
17,365,164,98,utilisable
17,367,498,85,utilisable
17,371,84,88,non_utilisable
17,375,323,73,utilisable
17,392,71,99,utilisable
17,398,148,113,utilisable
17,399,93,80,non_utilisable
17,401,440,83,utilisable
17,407,490,100,utilisable
17,425,200,129,non_utilisable
17,430,297,75,utilisable
17,436,218,76,utilisable
17,448,164,95,utilisable
17,457,359,92,utilisable
17,462,417,92,utilisable
17,465,195,120,utilisable
17,482,367,118,non_utilisable
17,483,187,111,non_utilisable
17,496,75,63,utilisable
18,21,419,110,non_utilisable
18,26,303,101,utilisable
18,66,230,61,utilisable
18,71,337,128,utilisable
18,74,342,85,utilisable
18,75,275,120,non_utilisable
18,82,392,63,utilisable
18,90,238,127,utilisable
18,97,103,82,non_utilisable
18,109,77,78,utilisable
18,118,124,87,utilisable
18,126,258,115,utilisable
18,127,420,62,utilisable
18,129,363,95,utilisable
18,154,390,64,utilisable
18,159,358,118,utilisable
18,174,344,129,utilisable
18,176,245,82,utilisable
18,180,204,125,utilisable
18,186,105,101,utilisable
18,198,97,122,utilisable
18,219,119,91,utilisable
18,233,475,83,utilisable
18,255,295,126,non_utilisable
18,258,218,75,utilisable
18,264,477,70,utilisable
18,266,129,87,utilisable
18,269,286,62,utilisable
18,271,90,68,utilisable
18,291,55,94,utilisable
18,297,122,66,utilisable
18,298,212,104,utilisable
18,314,58,126,utilisable
18,332,115,65,utilisable
18,335,415,93,utilisable
18,338,423,110,utilisable
18,354,254,120,utilisable
18,375,64,89,utilisable
18,380,244,92,non_utilisable
18,381,216,102,utilisable
18,390,418,122,utilisable
18,407,263,91,utilisable
18,426,207,98,utilisable
18,438,132,109,utilisable
18,439,198,100,utilisable
18,456,413,76,utilisable
18,459,330,106,non_utilisable
18,464,321,103,utilisable
18,465,228,105,utilisable
18,468,51,78,utilisable
18,469,341,95,non_utilisable
18,470,369,96,non_utilisable
18,473,471,78,utilisable
18,481,305,75,utilisable
18,484,390,86,non_utilisable
18,487,203,116,utilisable
18,493,331,66,utilisable
19,22,92,90,utilisable
19,23,135,93,utilisable
19,32,303,115,utilisable
19,55,114,116,utilisable
19,61,239,125,utilisable
19,65,487,98,utilisable
19,67,384,73,utilisable
19,90,106,129,utilisable
19,95,203,121,utilisable
19,128,157,75,utilisable
19,129,112,99,utilisable
19,136,266,84,utilisable
19,153,82,106,utilisable
19,157,448,93,non_utilisable
19,158,401,89,utilisable
19,165,486,124,utilisable
19,182,251,88,utilisable
19,191,389,120,utilisable
19,205,132,115,utilisable
19,218,206,116,utilisable
19,240,186,129,utilisable
19,266,158,100,non_utilisable
19,284,133,76,utilisable
19,298,432,123,utilisable
19,302,131,121,utilisable
19,333,462,92,utilisable
19,342,281,96,non_utilisable
19,362,413,121,utilisable
19,384,429,116,non_utilisable
19,393,317,126,utilisable
19,398,460,96,utilisable
19,404,438,98,non_utilisable
19,408,236,76,utilisable
19,416,399,61,utilisable
19,427,317,101,utilisable
19,441,169,113,non_utilisable
19,450,354,72,utilisable
19,492,417,87,non_utilisable
19,497,408,64,utilisable
19,499,437,76,utilisable
20,21,427,119,non_utilisable
20,24,395,84,utilisable
20,29,211,121,non_utilisable
20,45,225,79,utilisable
20,54,212,105,utilisable
20,57,113,107,utilisable
20,67,207,61,utilisable
20,71,62,108,utilisable
20,78,261,105,utilisable
20,98,171,111,non_utilisable
20,111,148,86,utilisable
20,113,429,73,utilisable
20,114,432,98,non_utilisable
20,115,232,72,utilisable
20,125,342,84,utilisable
20,141,168,67,utilisable
20,146,458,66,utilisable
20,150,473,120,utilisable
20,177,149,62,non_utilisable
20,194,97,121,utilisable
20,203,104,60,non_utilisable
20,206,281,113,utilisable
20,212,357,86,utilisable
20,213,459,91,utilisable
20,218,210,99,utilisable
20,228,438,70,utilisable
20,233,268,85,non_utilisable
20,265,219,119,utilisable
20,266,372,66,utilisable
20,276,174,68,utilisable
20,278,79,73,non_utilisable
20,285,287,108,utilisable
20,286,346,89,utilisable
20,289,214,108,utilisable
20,302,219,105,utilisable
20,319,88,128,utilisable
20,330,183,122,utilisable
20,332,436,114,utilisable
20,342,363,83,utilisable
20,358,423,121,utilisable
20,405,80,119,utilisable
20,409,446,89,utilisable
20,425,180,76,utilisable
20,434,61,112,utilisable
20,446,442,85,utilisable
20,450,250,65,utilisable
20,453,379,89,utilisable
20,457,276,117,utilisable
20,459,159,92,utilisable
20,464,393,86,utilisable
20,477,312,75,utilisable
20,480,272,123,non_utilisable
20,486,90,120,utilisable
20,490,140,60,utilisable
21,64,384,66,utilisable
21,84,351,112,utilisable
21,86,102,74,utilisable
21,92,84,106,utilisable
21,96,256,99,utilisable
21,102,443,117,utilisable
21,109,449,104,utilisable
21,120,262,65,utilisable
21,121,440,77,utilisable
21,160,202,81,utilisable
21,163,419,69,utilisable
21,169,124,129,utilisable
21,171,369,118,utilisable
21,183,258,115,utilisable
21,184,293,103,utilisable
21,219,131,74,utilisable
21,235,366,99,utilisable
21,248,160,88,utilisable
21,250,384,95,non_utilisable
21,253,193,85,utilisable
21,255,471,118,utilisable
21,259,496,108,utilisable
21,277,237,65,utilisable
21,291,453,125,non_utilisable
21,296,269,107,non_utilisable
21,307,139,100,utilisable
21,330,204,128,utilisable
21,338,227,112,utilisable
21,340,328,123,utilisable
21,343,392,74,utilisable
21,352,470,95,utilisable
21,387,221,128,utilisable
21,388,467,120,utilisable
21,393,362,100,non_utilisable
21,394,246,116,non_utilisable
21,405,188,68,non_utilisable
21,407,301,67,utilisable
21,410,399,124,non_utilisable
21,440,238,124,utilisable
21,446,93,105,utilisable
21,452,221,113,utilisable
21,453,222,79,utilisable
21,457,334,108,utilisable
21,459,332,89,utilisable
21,461,375,78,utilisable
21,463,151,117,utilisable
21,465,87,61,utilisable
21,469,355,94,non_utilisable
21,475,460,97,non_utilisable
21,483,76,98,utilisable
21,492,239,82,utilisable
